id,codigo orgao,descricao orgao,codigo unidade,descricao unidade,codigo programa,descricao programa,codigo acao,descricao acao,codigo da,descricao da,codigo meta,descricao meta,codigo regiao,descricao regiao,codigo prefeitura regional,descricao prefeitura regional,codigo distrito,descricao distrito,codigo sequencial da,codigo produto,descricao produto,descricao unidade medida,quantidade 2022,valor 2022,quantidade 2023,valor 2023,quantidade 2024,valor 2024,quantidade 2025,valor 2025
16_10_3025_2878,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,3025,Proteção e Desenvolvimento Integral na Primeira Infância,2878,Conservação e Manutenção de Segundo Escalão de Unidades Educacionais - Educação Infantil,777.02.22.00.001,Subprefeitura Ermelino Matarazzo,777,Despesa Regionalizável,2,Leste,22,ERMELINO MATARAZZO,0,Supra-Distrital,1,2621,Unidades educacionais de educação infantil conservadas e mantidas,unida,"11,00",3909432.0,"11,00",2126578.0,12,4157206.0,0,3155161.0
16_10_3025_2878,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,3025,Proteção e Desenvolvimento Integral na Primeira Infância,2878,Conservação e Manutenção de Segundo Escalão de Unidades Educacionais - Educação Infantil,777.02.29.00.001,Subprefeitura de Vila Prudente,777,Despesa Regionalizável,2,Leste,29,VILA PRUDENTE,0,Supra-Distrital,1,2621,Unidades educacionais de educação infantil conservadas e mantidas,unida,"7,00",2443395.0,"7,00",1329111.0,8,2598254.0,0,1971976.0
16_10_3025_2878,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,3025,Proteção e Desenvolvimento Integral na Primeira Infância,2878,Conservação e Manutenção de Segundo Escalão de Unidades Educacionais - Educação Infantil,777.02.30.00.001,Subprefeitura São Mateus,777,Despesa Regionalizável,2,Leste,30,SAO MATEUS,0,Supra-Distrital,1,2621,Unidades educacionais de educação infantil conservadas e mantidas,unida,"24,00",8307545.0,"24,00",4518979.0,26,8834065.0,0,6704719.0
16_10_3025_2878,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,3025,Proteção e Desenvolvimento Integral na Primeira Infância,2878,Conservação e Manutenção de Segundo Escalão de Unidades Educacionais - Educação Infantil,777.04.12.00.001,Subprefeitura Vila Mariana,777,Despesa Regionalizável,4,Sul,12,VILA MARIANA,0,Supra-Distrital,1,2621,Unidades educacionais de educação infantil conservadas e mantidas,unida,"6,00",1954717.0,"6,00",1063289.0,6,2078603.0,0,1577581.0
16_10_3025_2878,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,3025,Proteção e Desenvolvimento Integral na Primeira Infância,2878,Conservação e Manutenção de Segundo Escalão de Unidades Educacionais - Educação Infantil,777.04.13.00.001,Subprefeitura Ipiranga,777,Despesa Regionalizável,4,Sul,13,IPIRANGA,0,Supra-Distrital,1,2621,Unidades educacionais de educação infantil conservadas e mantidas,unida,"15,00",5375472.0,"15,00",2924045.0,17,5716160.0,0,4338347.0
16_10_3025_2878,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,3025,Proteção e Desenvolvimento Integral na Primeira Infância,2878,Conservação e Manutenção de Segundo Escalão de Unidades Educacionais - Educação Infantil,777.04.14.00.001,Subprefeitura Santo Amaro,777,Despesa Regionalizável,4,Sul,14,SANTO AMARO,0,Supra-Distrital,1,2621,Unidades educacionais de educação infantil conservadas e mantidas,unida,"5,00",1628930.0,"5,00",886074.0,5,1732170.0,0,1314650.0
16_10_3025_2878,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,3025,Proteção e Desenvolvimento Integral na Primeira Infância,2878,Conservação e Manutenção de Segundo Escalão de Unidades Educacionais - Educação Infantil,777.04.17.00.001,Subprefeitura Campo Limpo,777,Despesa Regionalizável,4,Sul,17,CAMPO LIMPO,0,Supra-Distrital,1,2621,Unidades educacionais de educação infantil conservadas e mantidas,unida,"29,00",10099370.0,"29,00",5493661.0,31,10739452.0,0,8150835.0
16_10_3025_2878,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,3025,Proteção e Desenvolvimento Integral na Primeira Infância,2878,Conservação e Manutenção de Segundo Escalão de Unidades Educacionais - Educação Infantil,777.04.20.00.001,Subprefeitura Parelheiros,777,Despesa Regionalizável,4,Sul,20,PARELHEIROS,0,Supra-Distrital,1,2621,Unidades educacionais de educação infantil conservadas e mantidas,unida,"6,00",2117611.0,"6,00",1151897.0,7,2251821.0,0,1709045.0
16_10_3025_2878,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,3025,Proteção e Desenvolvimento Integral na Primeira Infância,2878,Conservação e Manutenção de Segundo Escalão de Unidades Educacionais - Educação Infantil,777.05.09.00.001,Subprefeitura Sé,777,Despesa Regionalizável,5,Centro,9,SE,0,Supra-Distrital,1,2621,Unidades educacionais de educação infantil conservadas e mantidas,unida,"7,00",2606296.0,"7,00",1417721.0,3,2771473.0,0,2103442.0
16_10_3025_3359,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,3025,Proteção e Desenvolvimento Integral na Primeira Infância,3359,Construção de Centros de Educação Infantil - CEI,777.01.02.00.001,Subprefeitura Pirituba/Jaraguá,777,Despesa Regionalizável,1,Norte,2,PIRITUBA-JARAGUA,0,Supra-Distrital,1,2626,CEIs construídos,unida,"0,00",1200000.0,"0,00",1467967.0,1,3897250.0,0,0.0
16_10_3025_3359,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,3025,Proteção e Desenvolvimento Integral na Primeira Infância,3359,Construção de Centros de Educação Infantil - CEI,777.01.05.00.001,Subprefeitura Santana/Tucuruvi,777,Despesa Regionalizável,1,Norte,5,SANTANA-TUCURUVI,0,Supra-Distrital,1,2626,CEIs construídos,unida,"0,00",0.0,"0,00",0.0,0,0.0,0,0.0
16_10_3025_3359,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,3025,Proteção e Desenvolvimento Integral na Primeira Infância,3359,Construção de Centros de Educação Infantil - CEI,777.01.07.00.001,Subprefeitura Vila Maria/Vila Guilherme,777,Despesa Regionalizável,1,Norte,7,VILA MARIA-VILA GUILHERME,0,Supra-Distrital,1,2626,CEIs construídos,unida,"0,00",0.0,"1,00",0.0,0,0.0,0,0.0
16_10_3025_3359,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,3025,Proteção e Desenvolvimento Integral na Primeira Infância,3359,Construção de Centros de Educação Infantil - CEI,777.02.21.00.001,Subprefeitura Penha,777,Despesa Regionalizável,2,Leste,21,PENHA,0,Supra-Distrital,1,2626,CEIs construídos,unida,"0,00",2400000.0,"1,00",4135934.0,0,594501.0,0,0.0
16_10_3025_3359,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,3025,Proteção e Desenvolvimento Integral na Primeira Infância,3359,Construção de Centros de Educação Infantil - CEI,777.02.22.00.001,Subprefeitura Ermelino Matarazzo,777,Despesa Regionalizável,2,Leste,22,ERMELINO MATARAZZO,0,Supra-Distrital,1,2626,CEIs construídos,unida,"0,00",0.0,"0,00",0.0,0,0.0,0,0.0
16_10_3025_3359,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,3025,Proteção e Desenvolvimento Integral na Primeira Infância,3359,Construção de Centros de Educação Infantil - CEI,777.02.23.00.001,Subprefeitura São Miguel Paulista,777,Despesa Regionalizável,2,Leste,23,SAO MIGUEL,0,Supra-Distrital,1,2626,CEIs construídos,unida,"0,00",2400000.0,"1,00",4135934.0,0,594501.0,0,0.0
16_10_3025_3359,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,3025,Proteção e Desenvolvimento Integral na Primeira Infância,3359,Construção de Centros de Educação Infantil - CEI,777.02.24.00.001,Subprefeitura Itaim Paulista,777,Despesa Regionalizável,2,Leste,24,ITAIM PAULISTA,0,Supra-Distrital,1,2626,CEIs construídos,unida,"0,00",0.0,"0,00",0.0,0,0.0,0,0.0
16_10_3025_3359,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,3025,Proteção e Desenvolvimento Integral na Primeira Infância,3359,Construção de Centros de Educação Infantil - CEI,777.02.25.00.001,Subprefeitura Mooca,777,Despesa Regionalizável,2,Leste,25,MOOCA,0,Supra-Distrital,1,2626,CEIs construídos,unida,"0,00",0.0,"0,00",0.0,0,0.0,0,0.0
16_10_3025_3359,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,3025,Proteção e Desenvolvimento Integral na Primeira Infância,3359,Construção de Centros de Educação Infantil - CEI,777.02.26.00.001,Subprefeitura Aricanduva/Formosa/Carrão,777,Despesa Regionalizável,2,Leste,26,ARICANDUVA-FORMOSA-CARRAO,0,Supra-Distrital,1,2626,CEIs construídos,unida,"0,00",0.0,"0,00",0.0,0,0.0,0,0.0
16_10_3025_3359,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,3025,Proteção e Desenvolvimento Integral na Primeira Infância,3359,Construção de Centros de Educação Infantil - CEI,777.02.28.00.001,Subprefeitura de Guaianases,777,Despesa Regionalizável,2,Leste,28,GUAIANASES,0,Supra-Distrital,1,2626,CEIs construídos,unida,"0,00",2400000.0,"1,00",4135934.0,0,594501.0,0,0.0
16_10_3025_3359,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,3025,Proteção e Desenvolvimento Integral na Primeira Infância,3359,Construção de Centros de Educação Infantil - CEI,777.02.29.00.001,Subprefeitura de Vila Prudente,777,Despesa Regionalizável,2,Leste,29,VILA PRUDENTE,0,Supra-Distrital,1,2626,CEIs construídos,unida,"0,00",2400000.0,"1,00",4135934.0,0,594501.0,0,0.0
16_10_3025_3359,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,3025,Proteção e Desenvolvimento Integral na Primeira Infância,3359,Construção de Centros de Educação Infantil - CEI,777.02.30.00.001,Subprefeitura São Mateus,777,Despesa Regionalizável,2,Leste,30,SAO MATEUS,0,Supra-Distrital,1,2626,CEIs construídos,unida,"0,00",2400000.0,"1,00",4135934.0,0,594501.0,0,0.0
16_10_3025_3359,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,3025,Proteção e Desenvolvimento Integral na Primeira Infância,3359,Construção de Centros de Educação Infantil - CEI,777.02.31.00.001,Subprefeitura Cidade Tiradentes,777,Despesa Regionalizável,2,Leste,31,CIDADE TIRADENTES,0,Supra-Distrital,1,2626,CEIs construídos,unida,"0,00",0.0,"0,00",0.0,0,0.0,0,0.0
16_10_3025_3359,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,3025,Proteção e Desenvolvimento Integral na Primeira Infância,3359,Construção de Centros de Educação Infantil - CEI,777.02.32.00.001,Subprefeitura Sapopemba,777,Despesa Regionalizável,2,Leste,32,SAPOPEMBA,0,Supra-Distrital,1,2626,CEIs construídos,unida,"0,00",0.0,"0,00",0.0,0,0.0,0,0.0
16_10_3025_3359,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,3025,Proteção e Desenvolvimento Integral na Primeira Infância,3359,Construção de Centros de Educação Infantil - CEI,777.04.13.00.001,Subprefeitura Ipiranga,777,Despesa Regionalizável,4,Sul,13,IPIRANGA,0,Supra-Distrital,1,2626,CEIs construídos,unida,"0,00",0.0,"0,00",0.0,0,0.0,0,0.0
16_10_3025_3359,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,3025,Proteção e Desenvolvimento Integral na Primeira Infância,3359,Construção de Centros de Educação Infantil - CEI,777.04.15.00.001,Subprefeitura Jabaquara,777,Despesa Regionalizável,4,Sul,15,JABAQUARA,0,Supra-Distrital,1,2626,CEIs construídos,unida,"0,00",0.0,"0,00",0.0,0,0.0,0,0.0
16_10_3025_3359,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,3025,Proteção e Desenvolvimento Integral na Primeira Infância,3359,Construção de Centros de Educação Infantil - CEI,777.04.17.00.001,Subprefeitura Campo Limpo,777,Despesa Regionalizável,4,Sul,17,CAMPO LIMPO,0,Supra-Distrital,1,2626,CEIs construídos,unida,"0,00",3600000.0,"1,00",3203901.0,1,6891751.0,0,0.0
16_10_3025_3359,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,3025,Proteção e Desenvolvimento Integral na Primeira Infância,3359,Construção de Centros de Educação Infantil - CEI,777.05.09.00.001,Subprefeitura Sé,777,Despesa Regionalizável,5,Centro,9,SE,0,Supra-Distrital,1,2626,CEIs construídos,unida,"0,00",0.0,"0,00",0.0,0,0.0,0,0.0
16_10_3025_3360,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,3025,Proteção e Desenvolvimento Integral na Primeira Infância,3360,"Ampliação, Reforma e Requalificação de Centros de Educação Infantil (CEI)",777.01.02.00.001,Subprefeitura Pirituba/Jaraguá,777,Despesa Regionalizável,1,Norte,2,PIRITUBA-JARAGUA,0,Supra-Distrital,1,2627,CEI ampliado/ reformado/ requalificado,unida,"0,00",1000000.0,"0,00",0.0,1,0.0,0,0.0
16_10_3025_3360,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,3025,Proteção e Desenvolvimento Integral na Primeira Infância,3360,"Ampliação, Reforma e Requalificação de Centros de Educação Infantil (CEI)",777.01.04.00.001,Subprefeitura Casa Verde/Cachoeirinha,777,Despesa Regionalizável,1,Norte,4,CASA VERDE-CACHOEIRINHA,0,Supra-Distrital,1,2627,CEI ampliado/ reformado/ requalificado,unida,"0,00",1000000.0,"0,00",0.0,1,0.0,0,0.0
16_10_3025_3360,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,3025,Proteção e Desenvolvimento Integral na Primeira Infância,3360,"Ampliação, Reforma e Requalificação de Centros de Educação Infantil (CEI)",777.01.05.00.001,Subprefeitura Santana/Tucuruvi,777,Despesa Regionalizável,1,Norte,5,SANTANA-TUCURUVI,0,Supra-Distrital,1,2627,CEI ampliado/ reformado/ requalificado,unida,"0,00",0.0,"0,00",0.0,0,0.0,0,0.0
16_10_3025_3360,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,3025,Proteção e Desenvolvimento Integral na Primeira Infância,3360,"Ampliação, Reforma e Requalificação de Centros de Educação Infantil (CEI)",777.01.07.00.001,Subprefeitura Vila Maria/Vila Guilherme,777,Despesa Regionalizável,1,Norte,7,VILA MARIA-VILA GUILHERME,0,Supra-Distrital,1,2627,CEI ampliado/ reformado/ requalificado,unida,"0,00",0.0,"0,00",0.0,0,0.0,0,0.0
16_10_3025_3360,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,3025,Proteção e Desenvolvimento Integral na Primeira Infância,3360,"Ampliação, Reforma e Requalificação de Centros de Educação Infantil (CEI)",777.02.21.00.001,Subprefeitura Penha,777,Despesa Regionalizável,2,Leste,21,PENHA,0,Supra-Distrital,1,2627,CEI ampliado/ reformado/ requalificado,unida,"0,00",0.0,"0,00",0.0,0,0.0,0,0.0
16_10_3025_3360,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,3025,Proteção e Desenvolvimento Integral na Primeira Infância,3360,"Ampliação, Reforma e Requalificação de Centros de Educação Infantil (CEI)",777.02.22.00.001,Subprefeitura Ermelino Matarazzo,777,Despesa Regionalizável,2,Leste,22,ERMELINO MATARAZZO,0,Supra-Distrital,1,2627,CEI ampliado/ reformado/ requalificado,unida,"0,00",0.0,"0,00",0.0,0,0.0,0,0.0
16_10_3025_3360,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,3025,Proteção e Desenvolvimento Integral na Primeira Infância,3360,"Ampliação, Reforma e Requalificação de Centros de Educação Infantil (CEI)",777.02.26.00.001,Subprefeitura Aricanduva/Formosa/Carrão,777,Despesa Regionalizável,2,Leste,26,ARICANDUVA-FORMOSA-CARRAO,0,Supra-Distrital,1,2627,CEI ampliado/ reformado/ requalificado,unida,"0,00",0.0,"0,00",0.0,0,0.0,0,0.0
16_10_3025_3360,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,3025,Proteção e Desenvolvimento Integral na Primeira Infância,3360,"Ampliação, Reforma e Requalificação de Centros de Educação Infantil (CEI)",777.02.27.00.001,Subprefeitura Itaquera,777,Despesa Regionalizável,2,Leste,27,ITAQUERA,0,Supra-Distrital,1,2627,CEI ampliado/ reformado/ requalificado,unida,"0,00",1000000.0,"0,00",0.0,1,0.0,0,0.0
16_10_3025_3360,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,3025,Proteção e Desenvolvimento Integral na Primeira Infância,3360,"Ampliação, Reforma e Requalificação de Centros de Educação Infantil (CEI)",777.02.29.00.001,Subprefeitura de Vila Prudente,777,Despesa Regionalizável,2,Leste,29,VILA PRUDENTE,0,Supra-Distrital,1,2627,CEI ampliado/ reformado/ requalificado,unida,"0,00",0.0,"0,00",0.0,0,0.0,0,0.0
16_10_3025_3360,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,3025,Proteção e Desenvolvimento Integral na Primeira Infância,3360,"Ampliação, Reforma e Requalificação de Centros de Educação Infantil (CEI)",777.02.30.00.001,Subprefeitura São Mateus,777,Despesa Regionalizável,2,Leste,30,SAO MATEUS,0,Supra-Distrital,1,2627,CEI ampliado/ reformado/ requalificado,unida,"0,00",1000000.0,"0,00",0.0,1,0.0,0,0.0
16_10_3025_3360,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,3025,Proteção e Desenvolvimento Integral na Primeira Infância,3360,"Ampliação, Reforma e Requalificação de Centros de Educação Infantil (CEI)",777.02.31.00.001,Subprefeitura Cidade Tiradentes,777,Despesa Regionalizável,2,Leste,31,CIDADE TIRADENTES,0,Supra-Distrital,1,2627,CEI ampliado/ reformado/ requalificado,unida,"0,00",0.0,"0,00",0.0,0,0.0,0,0.0
16_10_3025_3360,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,3025,Proteção e Desenvolvimento Integral na Primeira Infância,3360,"Ampliação, Reforma e Requalificação de Centros de Educação Infantil (CEI)",777.02.32.00.001,Subprefeitura Sapopemba,777,Despesa Regionalizável,2,Leste,32,SAPOPEMBA,0,Supra-Distrital,1,2627,CEI ampliado/ reformado/ requalificado,unida,"0,00",0.0,"0,00",0.0,0,0.0,0,0.0
16_10_3025_3360,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,3025,Proteção e Desenvolvimento Integral na Primeira Infância,3360,"Ampliação, Reforma e Requalificação de Centros de Educação Infantil (CEI)",777.03.08.00.001,Subprefeitura Lapa,777,Despesa Regionalizável,3,Oeste,8,LAPA,0,Supra-Distrital,1,2627,CEI ampliado/ reformado/ requalificado,unida,"0,00",0.0,"0,00",0.0,0,0.0,0,0.0
16_10_3025_3360,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,3025,Proteção e Desenvolvimento Integral na Primeira Infância,3360,"Ampliação, Reforma e Requalificação de Centros de Educação Infantil (CEI)",777.04.12.00.001,Subprefeitura Vila Mariana,777,Despesa Regionalizável,4,Sul,12,VILA MARIANA,0,Supra-Distrital,1,2627,CEI ampliado/ reformado/ requalificado,unida,"0,00",0.0,"0,00",0.0,0,0.0,0,0.0
16_10_3025_3360,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,3025,Proteção e Desenvolvimento Integral na Primeira Infância,3360,"Ampliação, Reforma e Requalificação de Centros de Educação Infantil (CEI)",777.04.13.00.001,Subprefeitura Ipiranga,777,Despesa Regionalizável,4,Sul,13,IPIRANGA,0,Supra-Distrital,1,2627,CEI ampliado/ reformado/ requalificado,unida,"0,00",0.0,"0,00",0.0,0,0.0,0,0.0
16_10_3025_3360,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,3025,Proteção e Desenvolvimento Integral na Primeira Infância,3360,"Ampliação, Reforma e Requalificação de Centros de Educação Infantil (CEI)",777.04.14.00.001,Subprefeitura Santo Amaro,777,Despesa Regionalizável,4,Sul,14,SANTO AMARO,0,Supra-Distrital,1,2627,CEI ampliado/ reformado/ requalificado,unida,"0,00",0.0,"0,00",0.0,0,0.0,0,0.0
16_10_3025_3360,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,3025,Proteção e Desenvolvimento Integral na Primeira Infância,3360,"Ampliação, Reforma e Requalificação de Centros de Educação Infantil (CEI)",777.04.17.00.001,Subprefeitura Campo Limpo,777,Despesa Regionalizável,4,Sul,17,CAMPO LIMPO,0,Supra-Distrital,1,2627,CEI ampliado/ reformado/ requalificado,unida,"0,00",1000000.0,"0,00",0.0,1,0.0,0,0.0
16_10_3025_3360,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,3025,Proteção e Desenvolvimento Integral na Primeira Infância,3360,"Ampliação, Reforma e Requalificação de Centros de Educação Infantil (CEI)",777.04.20.00.001,Subprefeitura Parelheiros,777,Despesa Regionalizável,4,Sul,20,PARELHEIROS,0,Supra-Distrital,1,2627,CEI ampliado/ reformado/ requalificado,unida,"0,00",1000000.0,"0,00",0.0,1,0.0,0,0.0
16_10_3025_3360,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,3025,Proteção e Desenvolvimento Integral na Primeira Infância,3360,"Ampliação, Reforma e Requalificação de Centros de Educação Infantil (CEI)",777.05.09.00.001,Subprefeitura Sé,777,Despesa Regionalizável,5,Centro,9,SE,0,Supra-Distrital,1,2627,CEI ampliado/ reformado/ requalificado,unida,"0,00",0.0,"0,00",0.0,0,0.0,0,0.0
16_10_3025_3361,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,3025,Proteção e Desenvolvimento Integral na Primeira Infância,3361,Construção de Escolas Municipais de Educação Infantil (EMEI),777.01.02.00.001,Subprefeitura Pirituba/Jaraguá,777,Despesa Regionalizável,1,Norte,2,PIRITUBA-JARAGUA,0,Supra-Distrital,1,2676,Unidades escolares com obras concluídas,unida,"0,00",0.0,"0,00",0.0,0,0.0,0,0.0
16_10_3025_2878,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,3025,Proteção e Desenvolvimento Integral na Primeira Infância,2878,Conservação e Manutenção de Segundo Escalão de Unidades Educacionais - Educação Infantil,777.02.32.00.001,Subprefeitura Sapopemba,777,Despesa Regionalizável,2,Leste,32,SAPOPEMBA,0,Supra-Distrital,1,2621,Unidades educacionais de educação infantil conservadas e mantidas,unida,"14,00",5049685.0,"14,00",2746830.0,16,5369726.0,0,4075417.0
16_10_3025_2878,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,3025,Proteção e Desenvolvimento Integral na Primeira Infância,2878,Conservação e Manutenção de Segundo Escalão de Unidades Educacionais - Educação Infantil,777.03.08.00.001,Subprefeitura Lapa,777,Despesa Regionalizável,3,Oeste,8,LAPA,0,Supra-Distrital,1,2621,Unidades educacionais de educação infantil conservadas e mantidas,unida,"7,00",2606289.0,"7,00",1417718.0,8,2771471.0,0,2103441.0
16_10_3025_2878,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,3025,Proteção e Desenvolvimento Integral na Primeira Infância,2878,Conservação e Manutenção de Segundo Escalão de Unidades Educacionais - Educação Infantil,777.03.10.00.001,Subprefeitura Butantã,777,Despesa Regionalizável,3,Oeste,10,BUTANTA,0,Supra-Distrital,1,2621,Unidades educacionais de educação infantil conservadas e mantidas,unida,"20,00",7004402.0,"20,00",3810120.0,22,7448329.0,0,5652999.0
16_10_3025_2878,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,3025,Proteção e Desenvolvimento Integral na Primeira Infância,2878,Conservação e Manutenção de Segundo Escalão de Unidades Educacionais - Educação Infantil,777.03.11.00.001,Subprefeitura Pinheiros,777,Despesa Regionalizável,3,Oeste,11,PINHEIROS,0,Supra-Distrital,1,2621,Unidades educacionais de educação infantil conservadas e mantidas,unida,"3,00",977358.0,"3,00",531666.0,3,1039317.0,0,788804.0
16_10_3025_2878,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,3025,Proteção e Desenvolvimento Integral na Primeira Infância,2878,Conservação e Manutenção de Segundo Escalão de Unidades Educacionais - Educação Infantil,777.04.15.00.001,Subprefeitura Jabaquara,777,Despesa Regionalizável,4,Sul,15,JABAQUARA,0,Supra-Distrital,1,2621,Unidades educacionais de educação infantil conservadas e mantidas,unida,"7,00",2443395.0,"7,00",1329111.0,8,2598254.0,0,1971976.0
16_10_3025_2878,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,3025,Proteção e Desenvolvimento Integral na Primeira Infância,2878,Conservação e Manutenção de Segundo Escalão de Unidades Educacionais - Educação Infantil,777.04.16.00.001,Subprefeitura Cidade Ademar,777,Despesa Regionalizável,4,Sul,16,CIDADE ADEMAR,0,Supra-Distrital,1,2621,Unidades educacionais de educação infantil conservadas e mantidas,unida,"12,00",4072326.0,"12,00",2215185.0,13,4330424.0,0,3286627.0
16_10_3025_2878,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,3025,Proteção e Desenvolvimento Integral na Primeira Infância,2878,Conservação e Manutenção de Segundo Escalão de Unidades Educacionais - Educação Infantil,777.04.18.00.001,Subprefeitura M'Boi Mirim,777,Despesa Regionalizável,4,Sul,18,M BOI MIRIM,0,Supra-Distrital,1,2621,Unidades educacionais de educação infantil conservadas e mantidas,unida,"27,00",9447798.0,"27,00",5139232.0,29,10046584.0,0,7624975.0
16_10_3025_2878,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,3025,Proteção e Desenvolvimento Integral na Primeira Infância,2878,Conservação e Manutenção de Segundo Escalão de Unidades Educacionais - Educação Infantil,777.04.19.00.001,Subprefeitura Capela do Socorro,777,Despesa Regionalizável,4,Sul,19,CAPELA DO SOCORRO,0,Supra-Distrital,1,2621,Unidades educacionais de educação infantil conservadas e mantidas,unida,"29,00",10099370.0,"29,00",5493661.0,31,10739452.0,0,8150835.0
16_10_3025_3359,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,3025,Proteção e Desenvolvimento Integral na Primeira Infância,3359,Construção de Centros de Educação Infantil - CEI,777.01.01.00.001,Subprefeitura Perus/Anhanguera,777,Despesa Regionalizável,1,Norte,1,PERUS,0,Supra-Distrital,1,2626,CEIs construídos,unida,"0,00",0.0,"0,00",0.0,0,0.0,0,0.0
16_10_3025_3359,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,3025,Proteção e Desenvolvimento Integral na Primeira Infância,3359,Construção de Centros de Educação Infantil - CEI,777.01.03.00.001,Subprefeitura Freguesia/Brasilândia,777,Despesa Regionalizável,1,Norte,3,FREGUESIA-BRASILANDIA,0,Supra-Distrital,1,2626,CEIs construídos,unida,"0,00",1200000.0,"0,00",1467967.0,1,3897250.0,0,0.0
16_10_3025_3359,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,3025,Proteção e Desenvolvimento Integral na Primeira Infância,3359,Construção de Centros de Educação Infantil - CEI,777.01.04.00.001,Subprefeitura Casa Verde/Cachoeirinha,777,Despesa Regionalizável,1,Norte,4,CASA VERDE-CACHOEIRINHA,0,Supra-Distrital,1,2626,CEIs construídos,unida,"0,00",1200000.0,"0,00",1467967.0,1,3897250.0,0,0.0
16_10_3025_3359,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,3025,Proteção e Desenvolvimento Integral na Primeira Infância,3359,Construção de Centros de Educação Infantil - CEI,777.01.06.00.001,Subprefeitura Jaçanã/Tremembé,777,Despesa Regionalizável,1,Norte,6,JACANA-TREMEMBE,0,Supra-Distrital,1,2626,CEIs construídos,unida,"0,00",10800000.0,"3,00",7211704.0,3,10675255.0,0,0.0
16_10_3025_3359,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,3025,Proteção e Desenvolvimento Integral na Primeira Infância,3359,Construção de Centros de Educação Infantil - CEI,777.02.27.00.001,Subprefeitura Itaquera,777,Despesa Regionalizável,2,Leste,27,ITAQUERA,0,Supra-Distrital,1,2626,CEIs construídos,unida,"0,00",0.0,"0,00",0.0,0,0.0,0,0.0
16_10_3025_3359,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,3025,Proteção e Desenvolvimento Integral na Primeira Infância,3359,Construção de Centros de Educação Infantil - CEI,777.03.08.00.001,Subprefeitura Lapa,777,Despesa Regionalizável,3,Oeste,8,LAPA,0,Supra-Distrital,1,2626,CEIs construídos,unida,"0,00",0.0,"0,00",0.0,0,0.0,0,0.0
