id,codigo orgao,descricao orgao,codigo unidade,descricao unidade,codigo programa,descricao programa,codigo acao,descricao acao,codigo da,descricao da,codigo meta,descricao meta,codigo regiao,descricao regiao,codigo prefeitura regional,descricao prefeitura regional,codigo distrito,descricao distrito,codigo sequencial da,codigo produto,descricao produto,descricao unidade medida,quantidade 2022,valor 2022,quantidade 2023,valor 2023,quantidade 2024,valor 2024,quantidade 2025,valor 2025
2_10_3011_1220,2,Hospital do Servidor Público Municipal,10,Hospital do Servidor Público Municipal,3011,"Modernização Tecnológica, Desburocratização e Inovação do Serviço Público",1220,Desenvolvimento de Sistemas de Informação e Comunicação,777.05.09.00.001,Subprefeitura Sé,777,Despesa Regionalizável,5,Centro,9,SE,0,Supra-Distrital,1,2978,Projeto concluído,unida,"1,00",1000.0,"0,00",0.0,0,0.0,0,0.0
2_10_3024_2100,2,Hospital do Servidor Público Municipal,10,Hospital do Servidor Público Municipal,3024,Suporte Administrativo,2100,Administração da Unidade,777.05.09.00.001,Subprefeitura Sé,777,Despesa Regionalizável,5,Centro,9,SE,0,Supra-Distrital,1,2977,Operação/Serviço mantido,unida,"0,00",237584938.0,"0,00",272179517.0,0,274852853.0,0,277723036.0
2_10_3026_1536,2,Hospital do Servidor Público Municipal,10,Hospital do Servidor Público Municipal,3026,Ações e Serviços da Saúde em Atenção Hospitalar e de Urgência e Emergência,1536,"Ampliação, Reforma e Requalificação de Equipamentos em Atenção Hospitalar e de Urgência e Emergência",777.05.09.00.001,Subprefeitura Sé,777,Despesa Regionalizável,5,Centro,9,SE,0,Supra-Distrital,1,2978,Projeto concluído,unida,"1,00",1000.0,"0,00",0.0,0,0.0,0,0.0
2_10_3026_2044,2,Hospital do Servidor Público Municipal,10,Hospital do Servidor Público Municipal,3026,Ações e Serviços da Saúde em Atenção Hospitalar e de Urgência e Emergência,2044,Execução de Serviços Médicos de Tratamento de Radioterapia,777.05.09.00.001,Subprefeitura Sé,777,Despesa Regionalizável,5,Centro,9,SE,0,Supra-Distrital,1,2977,Operação/Serviço mantido,unida,"0,00",1800000.0,"0,00",2073569.0,0,2094305.0,0,2116567.0
2_10_3026_2507,2,Hospital do Servidor Público Municipal,10,Hospital do Servidor Público Municipal,3026,Ações e Serviços da Saúde em Atenção Hospitalar e de Urgência e Emergência,2507,Manutenção e Operação em Atenção Hospitalar e de Urgência e Emergência,777.05.09.00.001,Subprefeitura Sé,777,Despesa Regionalizável,5,Centro,9,SE,0,Supra-Distrital,1,2977,Operação/Serviço mantido,unida,"1,00",138903857.0,"1,00",107031063.0,1,108010695.0,1,109062435.0
3_10_3024_2100,3,Instituto de Previdência Municipal de São Paulo,10,Instituto de Previdência Municipal de São Paulo,3024,Suporte Administrativo,2100,Administração da Unidade,777.05.09.00.001,Subprefeitura Sé,777,Despesa Regionalizável,5,Centro,9,SE,0,Supra-Distrital,1,2977,Operação/Serviço mantido,unida,"0,00",76187302.0,"0,00",77950000.0,0,78720000.0,0,79642000.0
2_10_3026_1535,2,Hospital do Servidor Público Municipal,10,Hospital do Servidor Público Municipal,3026,Ações e Serviços da Saúde em Atenção Hospitalar e de Urgência e Emergência,1535,Construção e Implantação de Equipamentos em Atenção Hospitalar e de Urgência e Emergência,777.05.09.00.001,Subprefeitura Sé,777,Despesa Regionalizável,5,Centro,9,SE,0,Supra-Distrital,1,2978,Projeto concluído,unida,"1,00",1000.0,"0,00",0.0,0,0.0,0,0.0
5_10_3024_2611,5,São Paulo Urbanismo,10,São Paulo Urbanismo,3024,Suporte Administrativo,2611,Administração da Carteira Imobiliária,777.03.08.00.001,Subprefeitura Lapa,777,Despesa Regionalizável,3,Oeste,8,LAPA,0,Supra-Distrital,1,2977,Operação/Serviço mantido,unida,"0,00",30000.0,"1,00",33000.0,1,36300.0,1,39930.0
6_10_3024_2100,6,São Paulo Turismo,10,São Paulo Turismo,3024,Suporte Administrativo,2100,Administração da Unidade,777.01.05.00.001,Subprefeitura Santana/Tucuruvi,777,Despesa Regionalizável,1,Norte,5,SANTANA-TUCURUVI,0,Supra-Distrital,1,2977,Operação/Serviço mantido,unida,"0,00",74622112.0,"0,00",44831417.0,0,53537413.0,0,55829546.0
9_10_3014_1000,9,Câmara Municipal de São Paulo,10,Câmara Municipal de São Paulo,3014,Processo Legislativo e Controle Externo,1000,Construção de Edificações da Câmara Municipal de São Paulo,777.05.09.00.001,Subprefeitura Sé,777,Despesa Regionalizável,5,Centro,9,SE,0,Supra-Distrital,1,2895,Edificações construídas,unida,"0,00",29322123.0,"1,00",8644247.0,0,0.0,0,0.0
9_10_3014_1001,9,Câmara Municipal de São Paulo,10,Câmara Municipal de São Paulo,3014,Processo Legislativo e Controle Externo,1001,"Ampliação, Reforma e Requalificação de Edificação da Câmara Municipal de São Paulo",777.05.09.00.001,Subprefeitura Sé,777,Despesa Regionalizável,5,Centro,9,SE,0,Supra-Distrital,1,2608,Edificações reformadas/ampliadas,unida,"1,00",49548983.0,"1,00",15209837.0,1,5961847.0,0,0.0
9_10_3014_2001,9,Câmara Municipal de São Paulo,10,Câmara Municipal de São Paulo,3014,Processo Legislativo e Controle Externo,2001,Manutenção e Operação de Edificação da Câmara Municipal de São Paulo,777.05.09.00.001,Subprefeitura Sé,777,Despesa Regionalizável,5,Centro,9,SE,0,Supra-Distrital,1,2977,Operação/Serviço mantido,unida,"1,00",26668218.0,"1,00",10117547.0,1,10840766.0,1,11319590.0
10_10_3014_1003,10,Tribunal de Contas do Município de São Paulo,10,Tribunal de Contas do Município de São Paulo,3014,Processo Legislativo e Controle Externo,1003,"Ampliação, Reforma e Requalificação de Edificação do Tribunal de Contas do Município",777.04.12.00.001,Subprefeitura Vila Mariana,777,Despesa Regionalizável,4,Sul,12,VILA MARIANA,0,Supra-Distrital,1,2565,Quantidade de revitalizações realizadas,unida,"2,00",608000.0,"1,00",631165.0,2,651678.0,1,671228.0
11_20_3015_1032,11,Secretaria do Governo Municipal,20,Gabinete do Secretário,3015,Promoção da Cidade como Referência Global e Destino Turístico,1032,Construção da Fábrica do Samba,777.01.01.00.001,Subprefeitura Perus/Anhanguera,777,Despesa Regionalizável,1,Norte,1,PERUS,0,Supra-Distrital,1,2978,Projeto concluído,unida,"0,00",0.0,"0,00",0.0,0,0.0,0,0.0
11_20_3015_1032,11,Secretaria do Governo Municipal,20,Gabinete do Secretário,3015,Promoção da Cidade como Referência Global e Destino Turístico,1032,Construção da Fábrica do Samba,777.01.02.00.001,Subprefeitura Pirituba/Jaraguá,777,Despesa Regionalizável,1,Norte,2,PIRITUBA-JARAGUA,0,Supra-Distrital,1,2978,Projeto concluído,unida,"0,00",0.0,"0,00",0.0,0,0.0,0,0.0
11_20_3015_1032,11,Secretaria do Governo Municipal,20,Gabinete do Secretário,3015,Promoção da Cidade como Referência Global e Destino Turístico,1032,Construção da Fábrica do Samba,777.01.03.00.001,Subprefeitura Freguesia/Brasilândia,777,Despesa Regionalizável,1,Norte,3,FREGUESIA-BRASILANDIA,0,Supra-Distrital,1,2978,Projeto concluído,unida,"0,00",0.0,"0,00",0.0,0,0.0,0,0.0
11_20_3015_1032,11,Secretaria do Governo Municipal,20,Gabinete do Secretário,3015,Promoção da Cidade como Referência Global e Destino Turístico,1032,Construção da Fábrica do Samba,777.01.04.00.001,Subprefeitura Casa Verde/Cachoeirinha,777,Despesa Regionalizável,1,Norte,4,CASA VERDE-CACHOEIRINHA,0,Supra-Distrital,1,2978,Projeto concluído,unida,"0,00",0.0,"0,00",0.0,0,0.0,0,0.0
11_20_3015_1032,11,Secretaria do Governo Municipal,20,Gabinete do Secretário,3015,Promoção da Cidade como Referência Global e Destino Turístico,1032,Construção da Fábrica do Samba,777.01.05.00.001,Subprefeitura Santana/Tucuruvi,777,Despesa Regionalizável,1,Norte,5,SANTANA-TUCURUVI,0,Supra-Distrital,1,2978,Projeto concluído,unida,"0,00",0.0,"0,00",0.0,0,0.0,0,0.0
11_20_3015_1032,11,Secretaria do Governo Municipal,20,Gabinete do Secretário,3015,Promoção da Cidade como Referência Global e Destino Turístico,1032,Construção da Fábrica do Samba,777.01.07.00.001,Subprefeitura Vila Maria/Vila Guilherme,777,Despesa Regionalizável,1,Norte,7,VILA MARIA-VILA GUILHERME,0,Supra-Distrital,1,2978,Projeto concluído,unida,"0,00",0.0,"0,00",0.0,0,0.0,0,0.0
11_20_3015_1032,11,Secretaria do Governo Municipal,20,Gabinete do Secretário,3015,Promoção da Cidade como Referência Global e Destino Turístico,1032,Construção da Fábrica do Samba,777.02.21.00.001,Subprefeitura Penha,777,Despesa Regionalizável,2,Leste,21,PENHA,0,Supra-Distrital,1,2978,Projeto concluído,unida,"0,00",0.0,"0,00",0.0,0,0.0,0,0.0
11_20_3015_1032,11,Secretaria do Governo Municipal,20,Gabinete do Secretário,3015,Promoção da Cidade como Referência Global e Destino Turístico,1032,Construção da Fábrica do Samba,777.02.22.00.001,Subprefeitura Ermelino Matarazzo,777,Despesa Regionalizável,2,Leste,22,ERMELINO MATARAZZO,0,Supra-Distrital,1,2978,Projeto concluído,unida,"0,00",0.0,"0,00",0.0,0,0.0,0,0.0
11_20_3015_1032,11,Secretaria do Governo Municipal,20,Gabinete do Secretário,3015,Promoção da Cidade como Referência Global e Destino Turístico,1032,Construção da Fábrica do Samba,777.02.23.00.001,Subprefeitura São Miguel Paulista,777,Despesa Regionalizável,2,Leste,23,SAO MIGUEL,0,Supra-Distrital,1,2978,Projeto concluído,unida,"0,00",0.0,"0,00",0.0,0,0.0,0,0.0
11_20_3015_1032,11,Secretaria do Governo Municipal,20,Gabinete do Secretário,3015,Promoção da Cidade como Referência Global e Destino Turístico,1032,Construção da Fábrica do Samba,777.02.24.00.001,Subprefeitura Itaim Paulista,777,Despesa Regionalizável,2,Leste,24,ITAIM PAULISTA,0,Supra-Distrital,1,2978,Projeto concluído,unida,"0,00",0.0,"0,00",0.0,0,0.0,0,0.0
11_20_3015_1032,11,Secretaria do Governo Municipal,20,Gabinete do Secretário,3015,Promoção da Cidade como Referência Global e Destino Turístico,1032,Construção da Fábrica do Samba,777.02.25.00.001,Subprefeitura Mooca,777,Despesa Regionalizável,2,Leste,25,MOOCA,0,Supra-Distrital,1,2978,Projeto concluído,unida,"0,00",0.0,"0,00",0.0,0,0.0,0,0.0
11_20_3015_1032,11,Secretaria do Governo Municipal,20,Gabinete do Secretário,3015,Promoção da Cidade como Referência Global e Destino Turístico,1032,Construção da Fábrica do Samba,777.01.06.00.001,Subprefeitura Jaçanã/Tremembé,777,Despesa Regionalizável,1,Norte,6,JACANA-TREMEMBE,0,Supra-Distrital,1,2978,Projeto concluído,unida,"0,00",0.0,"0,00",0.0,0,0.0,0,0.0
11_20_3015_1032,11,Secretaria do Governo Municipal,20,Gabinete do Secretário,3015,Promoção da Cidade como Referência Global e Destino Turístico,1032,Construção da Fábrica do Samba,777.02.26.00.001,Subprefeitura Aricanduva/Formosa/Carrão,777,Despesa Regionalizável,2,Leste,26,ARICANDUVA-FORMOSA-CARRAO,0,Supra-Distrital,1,2978,Projeto concluído,unida,"0,00",0.0,"0,00",0.0,0,0.0,0,0.0
11_20_3015_1032,11,Secretaria do Governo Municipal,20,Gabinete do Secretário,3015,Promoção da Cidade como Referência Global e Destino Turístico,1032,Construção da Fábrica do Samba,777.02.28.00.001,Subprefeitura de Guaianases,777,Despesa Regionalizável,2,Leste,28,GUAIANASES,0,Supra-Distrital,1,2978,Projeto concluído,unida,"0,00",0.0,"0,00",0.0,0,0.0,0,0.0
11_20_3015_1032,11,Secretaria do Governo Municipal,20,Gabinete do Secretário,3015,Promoção da Cidade como Referência Global e Destino Turístico,1032,Construção da Fábrica do Samba,777.02.31.00.001,Subprefeitura Cidade Tiradentes,777,Despesa Regionalizável,2,Leste,31,CIDADE TIRADENTES,0,Supra-Distrital,1,2978,Projeto concluído,unida,"0,00",0.0,"0,00",0.0,0,0.0,0,0.0
11_20_3015_1032,11,Secretaria do Governo Municipal,20,Gabinete do Secretário,3015,Promoção da Cidade como Referência Global e Destino Turístico,1032,Construção da Fábrica do Samba,777.02.32.00.001,Subprefeitura Sapopemba,777,Despesa Regionalizável,2,Leste,32,SAPOPEMBA,0,Supra-Distrital,1,2978,Projeto concluído,unida,"0,00",0.0,"0,00",0.0,0,0.0,0,0.0
11_20_3015_1032,11,Secretaria do Governo Municipal,20,Gabinete do Secretário,3015,Promoção da Cidade como Referência Global e Destino Turístico,1032,Construção da Fábrica do Samba,777.03.10.00.001,Subprefeitura Butantã,777,Despesa Regionalizável,3,Oeste,10,BUTANTA,0,Supra-Distrital,1,2978,Projeto concluído,unida,"0,00",0.0,"0,00",0.0,0,0.0,0,0.0
11_20_3015_1032,11,Secretaria do Governo Municipal,20,Gabinete do Secretário,3015,Promoção da Cidade como Referência Global e Destino Turístico,1032,Construção da Fábrica do Samba,777.04.12.00.001,Subprefeitura Vila Mariana,777,Despesa Regionalizável,4,Sul,12,VILA MARIANA,0,Supra-Distrital,1,2978,Projeto concluído,unida,"0,00",0.0,"0,00",0.0,0,0.0,0,0.0
11_20_3015_1032,11,Secretaria do Governo Municipal,20,Gabinete do Secretário,3015,Promoção da Cidade como Referência Global e Destino Turístico,1032,Construção da Fábrica do Samba,777.04.16.00.001,Subprefeitura Cidade Ademar,777,Despesa Regionalizável,4,Sul,16,CIDADE ADEMAR,0,Supra-Distrital,1,2978,Projeto concluído,unida,"0,00",0.0,"0,00",0.0,0,0.0,0,0.0
11_20_3015_1032,11,Secretaria do Governo Municipal,20,Gabinete do Secretário,3015,Promoção da Cidade como Referência Global e Destino Turístico,1032,Construção da Fábrica do Samba,777.04.17.00.001,Subprefeitura Campo Limpo,777,Despesa Regionalizável,4,Sul,17,CAMPO LIMPO,0,Supra-Distrital,1,2978,Projeto concluído,unida,"0,00",0.0,"0,00",0.0,0,0.0,0,0.0
11_20_3015_1032,11,Secretaria do Governo Municipal,20,Gabinete do Secretário,3015,Promoção da Cidade como Referência Global e Destino Turístico,1032,Construção da Fábrica do Samba,777.04.20.00.001,Subprefeitura Parelheiros,777,Despesa Regionalizável,4,Sul,20,PARELHEIROS,0,Supra-Distrital,1,2978,Projeto concluído,unida,"0,00",0.0,"0,00",0.0,0,0.0,0,0.0
12_10_3001_6410,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,3001,Acesso à Cultura,6410,Carnaval de Rua de São Paulo,777.01.01.00.001,Subprefeitura Perus/Anhanguera,777,Despesa Regionalizável,1,Norte,1,PERUS,0,Supra-Distrital,1,2903,Atividades culturais previstas no Calendário Anual de Atividades Culturais do Município de S,ações,"0,00",31.0,"0,00",19.0,0,19.0,0,19.0
12_10_3001_6410,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,3001,Acesso à Cultura,6410,Carnaval de Rua de São Paulo,777.01.05.00.001,Subprefeitura Santana/Tucuruvi,777,Despesa Regionalizável,1,Norte,5,SANTANA-TUCURUVI,0,Supra-Distrital,1,2903,Atividades culturais previstas no Calendário Anual de Atividades Culturais do Município de S,ações,"0,00",31.0,"0,00",15.0,0,15.0,0,15.0
12_10_3001_6410,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,3001,Acesso à Cultura,6410,Carnaval de Rua de São Paulo,777.01.07.00.001,Subprefeitura Vila Maria/Vila Guilherme,777,Despesa Regionalizável,1,Norte,7,VILA MARIA-VILA GUILHERME,0,Supra-Distrital,1,2903,Atividades culturais previstas no Calendário Anual de Atividades Culturais do Município de S,ações,"0,00",31.0,"0,00",17.0,0,17.0,0,17.0
12_10_3001_6410,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,3001,Acesso à Cultura,6410,Carnaval de Rua de São Paulo,777.02.21.00.001,Subprefeitura Penha,777,Despesa Regionalizável,2,Leste,21,PENHA,0,Supra-Distrital,1,2903,Atividades culturais previstas no Calendário Anual de Atividades Culturais do Município de S,ações,"0,00",31.0,"0,00",33.0,0,33.0,0,33.0
12_10_3001_6410,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,3001,Acesso à Cultura,6410,Carnaval de Rua de São Paulo,777.02.22.00.001,Subprefeitura Ermelino Matarazzo,777,Despesa Regionalizável,2,Leste,22,ERMELINO MATARAZZO,0,Supra-Distrital,1,2903,Atividades culturais previstas no Calendário Anual de Atividades Culturais do Município de S,ações,"0,00",32.0,"0,00",18.0,0,18.0,0,18.0
12_10_3001_6410,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,3001,Acesso à Cultura,6410,Carnaval de Rua de São Paulo,777.02.23.00.001,Subprefeitura São Miguel Paulista,777,Despesa Regionalizável,2,Leste,23,SAO MIGUEL,0,Supra-Distrital,1,2903,Atividades culturais previstas no Calendário Anual de Atividades Culturais do Município de S,ações,"0,00",31.0,"0,00",38.0,0,38.0,0,38.0
12_10_3001_6410,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,3001,Acesso à Cultura,6410,Carnaval de Rua de São Paulo,777.02.24.00.001,Subprefeitura Itaim Paulista,777,Despesa Regionalizável,2,Leste,24,ITAIM PAULISTA,0,Supra-Distrital,1,2903,Atividades culturais previstas no Calendário Anual de Atividades Culturais do Município de S,ações,"0,00",31.0,"0,00",38.0,0,38.0,0,38.0
12_10_3001_6410,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,3001,Acesso à Cultura,6410,Carnaval de Rua de São Paulo,777.02.25.00.001,Subprefeitura Mooca,777,Despesa Regionalizável,2,Leste,25,MOOCA,0,Supra-Distrital,1,2903,Atividades culturais previstas no Calendário Anual de Atividades Culturais do Município de S,ações,"0,00",31.0,"0,00",17.0,0,17.0,0,17.0
12_10_3001_6410,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,3001,Acesso à Cultura,6410,Carnaval de Rua de São Paulo,777.02.29.00.001,Subprefeitura de Vila Prudente,777,Despesa Regionalizável,2,Leste,29,VILA PRUDENTE,0,Supra-Distrital,1,2903,Atividades culturais previstas no Calendário Anual de Atividades Culturais do Município de S,ações,"0,00",32.0,"0,00",13.0,0,13.0,0,13.0
11_20_3015_1032,11,Secretaria do Governo Municipal,20,Gabinete do Secretário,3015,Promoção da Cidade como Referência Global e Destino Turístico,1032,Construção da Fábrica do Samba,777.02.27.00.001,Subprefeitura Itaquera,777,Despesa Regionalizável,2,Leste,27,ITAQUERA,0,Supra-Distrital,1,2978,Projeto concluído,unida,"0,00",0.0,"0,00",0.0,0,0.0,0,0.0
11_20_3015_1032,11,Secretaria do Governo Municipal,20,Gabinete do Secretário,3015,Promoção da Cidade como Referência Global e Destino Turístico,1032,Construção da Fábrica do Samba,777.02.29.00.001,Subprefeitura de Vila Prudente,777,Despesa Regionalizável,2,Leste,29,VILA PRUDENTE,0,Supra-Distrital,1,2978,Projeto concluído,unida,"0,00",0.0,"0,00",0.0,0,0.0,0,0.0
11_20_3015_1032,11,Secretaria do Governo Municipal,20,Gabinete do Secretário,3015,Promoção da Cidade como Referência Global e Destino Turístico,1032,Construção da Fábrica do Samba,777.02.30.00.001,Subprefeitura São Mateus,777,Despesa Regionalizável,2,Leste,30,SAO MATEUS,0,Supra-Distrital,1,2978,Projeto concluído,unida,"0,00",0.0,"0,00",0.0,0,0.0,0,0.0
11_20_3015_1032,11,Secretaria do Governo Municipal,20,Gabinete do Secretário,3015,Promoção da Cidade como Referência Global e Destino Turístico,1032,Construção da Fábrica do Samba,777.03.08.00.001,Subprefeitura Lapa,777,Despesa Regionalizável,3,Oeste,8,LAPA,0,Supra-Distrital,1,2978,Projeto concluído,unida,"0,00",1000.0,"0,00",1000.0,0,1000.0,0,1000.0
11_20_3015_1032,11,Secretaria do Governo Municipal,20,Gabinete do Secretário,3015,Promoção da Cidade como Referência Global e Destino Turístico,1032,Construção da Fábrica do Samba,777.03.11.00.001,Subprefeitura Pinheiros,777,Despesa Regionalizável,3,Oeste,11,PINHEIROS,0,Supra-Distrital,1,2978,Projeto concluído,unida,"0,00",0.0,"0,00",0.0,0,0.0,0,0.0
11_20_3015_1032,11,Secretaria do Governo Municipal,20,Gabinete do Secretário,3015,Promoção da Cidade como Referência Global e Destino Turístico,1032,Construção da Fábrica do Samba,777.04.13.00.001,Subprefeitura Ipiranga,777,Despesa Regionalizável,4,Sul,13,IPIRANGA,0,Supra-Distrital,1,2978,Projeto concluído,unida,"0,00",0.0,"0,00",0.0,0,0.0,0,0.0
11_20_3015_1032,11,Secretaria do Governo Municipal,20,Gabinete do Secretário,3015,Promoção da Cidade como Referência Global e Destino Turístico,1032,Construção da Fábrica do Samba,777.04.14.00.001,Subprefeitura Santo Amaro,777,Despesa Regionalizável,4,Sul,14,SANTO AMARO,0,Supra-Distrital,1,2978,Projeto concluído,unida,"0,00",0.0,"0,00",0.0,0,0.0,0,0.0
11_20_3015_1032,11,Secretaria do Governo Municipal,20,Gabinete do Secretário,3015,Promoção da Cidade como Referência Global e Destino Turístico,1032,Construção da Fábrica do Samba,777.04.15.00.001,Subprefeitura Jabaquara,777,Despesa Regionalizável,4,Sul,15,JABAQUARA,0,Supra-Distrital,1,2978,Projeto concluído,unida,"0,00",0.0,"0,00",0.0,0,0.0,0,0.0
11_20_3015_1032,11,Secretaria do Governo Municipal,20,Gabinete do Secretário,3015,Promoção da Cidade como Referência Global e Destino Turístico,1032,Construção da Fábrica do Samba,777.04.18.00.001,Subprefeitura M'Boi Mirim,777,Despesa Regionalizável,4,Sul,18,M BOI MIRIM,0,Supra-Distrital,1,2978,Projeto concluído,unida,"0,00",0.0,"0,00",0.0,0,0.0,0,0.0
11_20_3015_1032,11,Secretaria do Governo Municipal,20,Gabinete do Secretário,3015,Promoção da Cidade como Referência Global e Destino Turístico,1032,Construção da Fábrica do Samba,777.04.19.00.001,Subprefeitura Capela do Socorro,777,Despesa Regionalizável,4,Sul,19,CAPELA DO SOCORRO,0,Supra-Distrital,1,2978,Projeto concluído,unida,"0,00",0.0,"0,00",0.0,0,0.0,0,0.0
11_20_3015_1032,11,Secretaria do Governo Municipal,20,Gabinete do Secretário,3015,Promoção da Cidade como Referência Global e Destino Turístico,1032,Construção da Fábrica do Samba,777.05.09.00.001,Subprefeitura Sé,777,Despesa Regionalizável,5,Centro,9,SE,0,Supra-Distrital,1,2978,Projeto concluído,unida,"0,00",0.0,"0,00",0.0,0,0.0,0,0.0
12_10_3001_6410,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,3001,Acesso à Cultura,6410,Carnaval de Rua de São Paulo,777.02.30.00.001,Subprefeitura São Mateus,777,Despesa Regionalizável,2,Leste,30,SAO MATEUS,0,Supra-Distrital,1,2903,Atividades culturais previstas no Calendário Anual de Atividades Culturais do Município de S,ações,"0,00",31.0,"0,00",38.0,0,38.0,0,38.0
12_10_3001_6410,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,3001,Acesso à Cultura,6410,Carnaval de Rua de São Paulo,777.02.31.00.001,Subprefeitura Cidade Tiradentes,777,Despesa Regionalizável,2,Leste,31,CIDADE TIRADENTES,0,Supra-Distrital,1,2903,Atividades culturais previstas no Calendário Anual de Atividades Culturais do Município de S,ações,"0,00",31.0,"0,00",24.0,0,24.0,0,24.0
12_10_3001_6410,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,3001,Acesso à Cultura,6410,Carnaval de Rua de São Paulo,777.03.08.00.001,Subprefeitura Lapa,777,Despesa Regionalizável,3,Oeste,8,LAPA,0,Supra-Distrital,1,2903,Atividades culturais previstas no Calendário Anual de Atividades Culturais do Município de S,ações,"0,00",31.0,"0,00",14.0,0,14.0,0,14.0
12_10_3001_6410,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,3001,Acesso à Cultura,6410,Carnaval de Rua de São Paulo,777.03.10.00.001,Subprefeitura Butantã,777,Despesa Regionalizável,3,Oeste,10,BUTANTA,0,Supra-Distrital,1,2903,Atividades culturais previstas no Calendário Anual de Atividades Culturais do Município de S,ações,"0,00",31.0,"0,00",32.0,0,32.0,0,32.0
12_10_3001_6410,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,3001,Acesso à Cultura,6410,Carnaval de Rua de São Paulo,777.03.11.00.001,Subprefeitura Pinheiros,777,Despesa Regionalizável,3,Oeste,11,PINHEIROS,0,Supra-Distrital,1,2903,Atividades culturais previstas no Calendário Anual de Atividades Culturais do Município de S,ações,"0,00",32.0,"0,00",7.0,0,7.0,0,7.0
12_10_3001_6410,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,3001,Acesso à Cultura,6410,Carnaval de Rua de São Paulo,777.04.14.00.001,Subprefeitura Santo Amaro,777,Despesa Regionalizável,4,Sul,14,SANTO AMARO,0,Supra-Distrital,1,2903,Atividades culturais previstas no Calendário Anual de Atividades Culturais do Município de S,ações,"0,00",32.0,"0,00",11.0,0,11.0,0,11.0
12_10_3001_6410,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,3001,Acesso à Cultura,6410,Carnaval de Rua de São Paulo,777.04.15.00.001,Subprefeitura Jabaquara,777,Despesa Regionalizável,4,Sul,15,JABAQUARA,0,Supra-Distrital,1,2903,Atividades culturais previstas no Calendário Anual de Atividades Culturais do Município de S,ações,"0,00",31.0,"0,00",14.0,0,14.0,0,14.0
12_10_3001_6410,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,3001,Acesso à Cultura,6410,Carnaval de Rua de São Paulo,777.04.16.00.001,Subprefeitura Cidade Ademar,777,Despesa Regionalizável,4,Sul,16,CIDADE ADEMAR,0,Supra-Distrital,1,2903,Atividades culturais previstas no Calendário Anual de Atividades Culturais do Município de S,ações,"0,00",31.0,"0,00",46.0,0,46.0,0,46.0
12_10_3001_6410,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,3001,Acesso à Cultura,6410,Carnaval de Rua de São Paulo,777.04.18.00.001,Subprefeitura M'Boi Mirim,777,Despesa Regionalizável,4,Sul,18,M BOI MIRIM,0,Supra-Distrital,1,2903,Atividades culturais previstas no Calendário Anual de Atividades Culturais do Município de S,ações,"0,00",31.0,"0,00",80.0,0,80.0,0,80.0
12_10_3001_6410,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,3001,Acesso à Cultura,6410,Carnaval de Rua de São Paulo,777.04.19.00.001,Subprefeitura Capela do Socorro,777,Despesa Regionalizável,4,Sul,19,CAPELA DO SOCORRO,0,Supra-Distrital,1,2903,Atividades culturais previstas no Calendário Anual de Atividades Culturais do Município de S,ações,"0,00",31.0,"0,00",82.0,0,82.0,0,82.0
12_10_3005_2324,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,3005,Promoção da Sustentabilidade Ambiental,2324,Serviços de Desfazimento e Demolição de Construções Irregulares em Áreas de Proteção Ambiental,777.01.05.00.001,Subprefeitura Santana/Tucuruvi,777,Despesa Regionalizável,1,Norte,5,SANTANA-TUCURUVI,0,Supra-Distrital,1,2773,"Intervenções para ampliação, reforma ou requalificação",unida,"0,00",0.0,"0,00",0.0,0,0.0,0,0.0
12_10_3005_2324,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,3005,Promoção da Sustentabilidade Ambiental,2324,Serviços de Desfazimento e Demolição de Construções Irregulares em Áreas de Proteção Ambiental,777.01.07.00.001,Subprefeitura Vila Maria/Vila Guilherme,777,Despesa Regionalizável,1,Norte,7,VILA MARIA-VILA GUILHERME,0,Supra-Distrital,1,2773,"Intervenções para ampliação, reforma ou requalificação",unida,"0,00",0.0,"0,00",0.0,0,0.0,0,0.0
