id,codigo orgao,descricao orgao,codigo unidade,descricao unidade,codigo da função,descricao da funcao,codigo subfuncao,descricao da subfuncao,codigo programa,descricao programa,codigo acao,descricao acao,codigo fonte,descricao fonte,' 2022',' 2023',' 2024',' 2025'
12_10_3011_2358,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,4,Administração,126,Tecnologia da Informação,3011,"Modernização Tecnológica, Desburocratização e Inovação do Serviço Público",2358,Manutenção e Operação de Praças de Atendimento ao Cidadão,0,Tesouro Municipal,1000.0,1000.0,1000.0,1000.0
12_10_3011_2818,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,4,Administração,126,Tecnologia da Informação,3011,"Modernização Tecnológica, Desburocratização e Inovação do Serviço Público",2818,"Aquisição de Materiais, Equipamentos e Serviços de Informação e Comunicação",0,Tesouro Municipal,6348794.0,4753702.0,5133808.0,5577494.0
12_10_3016_1131,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,8,Assistência Social,605,Abastecimento,3016,Nutrição e Promoção da Segurança Alimentar,1131,Projetos de Abastecimento e Segurança Alimentar e Nutricional,0,Tesouro Municipal,1000.0,1000.0,1000.0,1000.0
12_10_3016_2015,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,8,Assistência Social,605,Abastecimento,3016,Nutrição e Promoção da Segurança Alimentar,2015,Manutenção e Operação da Patrulha Agroecológica Mecanizada,0,Tesouro Municipal,671950.0,503080.0,544045.0,591017.0
12_10_3016_4301,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,8,Assistência Social,605,Abastecimento,3016,Nutrição e Promoção da Segurança Alimentar,4301,Ações Municipais de Abastecimento,0,Tesouro Municipal,2123204.0,1589730.0,1719275.0,1867813.0
12_10_3016_7001,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,8,Assistência Social,605,Abastecimento,3016,Nutrição e Promoção da Segurança Alimentar,7001,"Ampliação, Reforma e Requalificação de Unidade de Abastecimento",0,Tesouro Municipal,1000.0,1000.0,1000.0,1000.0
12_10_3022_1014,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,8,Assistência Social,605,Abastecimento,3022,Requalificação e Promoção da Ocupação dos Espaços Públicos,1014,"Ampliação, Reforma e Requalificação de Mercado Municipal",0,Tesouro Municipal,1000.0,1000.0,1000.0,1000.0
12_10_3022_2014,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,8,Assistência Social,605,Abastecimento,3022,Requalificação e Promoção da Ocupação dos Espaços Públicos,2014,Manutenção e Operação de Mercado Municipal,0,Tesouro Municipal,1000.0,1000.0,1000.0,1000.0
12_10_3022_9014,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,8,Assistência Social,605,Abastecimento,3022,Requalificação e Promoção da Ocupação dos Espaços Públicos,9014,Construção do Mercado Municipal de São Mateus,0,Tesouro Municipal,1000.0,0.0,0.0,0.0
12_10_3001_6410,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,13,Cultura,392,Difusão Cultural,3001,Acesso à Cultura,6410,Carnaval de Rua de São Paulo,0,Tesouro Municipal,1000.0,1000.0,1000.0,1000.0
12_10_3005_6009,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,15,Urbanismo,122,Administração Geral,3005,Promoção da Sustentabilidade Ambiental,6009,"Coleta, Transporte, Tratamento e Dest. Final Resíduos Sólidos Inertes",0,Tesouro Municipal,90406134.0,63560761.0,64546664.0,65845134.0
12_10_3019_2337,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,15,Urbanismo,122,Administração Geral,3019,Promoção do Crescimento Econômico e Geração de Postos de Trabalho e Oportunidades,2337,Fomento Comércio e Desenvolvimento Econômico e Social de Áreas Públicas,0,Tesouro Municipal,1000.0,1000.0,1000.0,1000.0
12_10_3024_2100,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,15,Urbanismo,122,Administração Geral,3024,Suporte Administrativo,2100,Administração da Unidade,0,Tesouro Municipal,85592859.0,56491651.0,60943530.0,63779575.0
12_10_3024_2100,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,15,Urbanismo,122,Administração Geral,3024,Suporte Administrativo,2100,Administração da Unidade,2,Transferências Federais,32004.0,136986.0,136986.0,136986.0
12_10_3011_1220,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,15,Urbanismo,126,Tecnologia da Informação,3011,"Modernização Tecnológica, Desburocratização e Inovação do Serviço Público",1220,Desenvolvimento de Sistemas de Informação e Comunicação,0,Tesouro Municipal,1000.0,1000.0,1000.0,1000.0
12_10_3024_2171,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,15,Urbanismo,126,Tecnologia da Informação,3024,Suporte Administrativo,2171,Manutenção e Operação de Sistemas de Informação e Comunicação,0,Tesouro Municipal,63870694.0,46381424.0,50162410.0,54497663.0
12_10_3024_2384,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,15,Urbanismo,126,Tecnologia da Informação,3024,Suporte Administrativo,2384,Manutenção e Operação de Fluxo e Sistema de Gestão De Zeladoria,0,Tesouro Municipal,1000.0,1000.0,1000.0,1000.0
12_10_3022_1170,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,15,Urbanismo,451,Infra-Estrutura Urbana,3022,Requalificação e Promoção da Ocupação dos Espaços Públicos,1170,"Intervenção, Urbanização e Melhoria de Bairros - Plano de Obras das Subprefeituras",0,Tesouro Municipal,1000.0,1000.0,1000.0,1000.0
12_10_3022_1170,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,15,Urbanismo,451,Infra-Estrutura Urbana,3022,Requalificação e Promoção da Ocupação dos Espaços Públicos,1170,"Intervenção, Urbanização e Melhoria de Bairros - Plano de Obras das Subprefeituras",2,Transferências Federais,8727996.0,8842605.0,8842605.0,8842605.0
12_10_3005_2386,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,15,Urbanismo,452,Serviços Urbanos,3005,Promoção da Sustentabilidade Ambiental,2386,"Manutenção e Operação de Praças, Canteiros Centrais e Remanescentes",0,Tesouro Municipal,26000000.0,19467677.0,24519134.0,26638179.0
12_10_3005_2705,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,15,Urbanismo,452,Serviços Urbanos,3005,Promoção da Sustentabilidade Ambiental,2705,Manutenção e Operação de Áreas Verdes e Vegetação Arbórea,0,Tesouro Municipal,40000000.0,29950273.0,32755436.0,35586303.0
12_10_3005_6007,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,15,Urbanismo,452,Serviços Urbanos,3005,Promoção da Sustentabilidade Ambiental,6007,Serviços de Limpeza Urbana - Varrição e Lavagem de Áreas Públicas,0,Tesouro Municipal,948007945.0,0.0,0.0,0.0
12_10_3006_1169,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,15,Urbanismo,452,Serviços Urbanos,3006,Promoção dos Direitos da Pessoa com Deficiência,1169,Reforma e Acessibilidade em Passeios Públicos,0,Tesouro Municipal,1000.0,1000.0,1000.0,1000.0
12_10_3006_1169,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,15,Urbanismo,452,Serviços Urbanos,3006,Promoção dos Direitos da Pessoa com Deficiência,1169,Reforma e Acessibilidade em Passeios Públicos,2,Transferências Federais,915009.0,915009.0,915009.0,915009.0
12_10_3022_1137,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,15,Urbanismo,452,Serviços Urbanos,3022,Requalificação e Promoção da Ocupação dos Espaços Públicos,1137,Pavimentação e Recapeamento de Vias,0,Tesouro Municipal,3000.0,1406.0,1427.0,1456.0
12_10_3022_1137,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,15,Urbanismo,452,Serviços Urbanos,3022,Requalificação e Promoção da Ocupação dos Espaços Públicos,1137,Pavimentação e Recapeamento de Vias,1,Operações de Crédito,549800000.0,550000000.0,550000000.0,550000000.0
12_10_3022_1137,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,15,Urbanismo,452,Serviços Urbanos,3022,Requalificação e Promoção da Ocupação dos Espaços Públicos,1137,Pavimentação e Recapeamento de Vias,2,Transferências Federais,5193800.0,2568772.0,2568772.0,2568772.0
12_10_3022_1170,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,15,Urbanismo,452,Serviços Urbanos,3022,Requalificação e Promoção da Ocupação dos Espaços Públicos,1170,"Intervenção, Urbanização e Melhoria de Bairros - Plano de Obras das Subprefeituras",0,Tesouro Municipal,15750000.0,0.0,0.0,0.0
12_10_3022_2339,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,15,Urbanismo,452,Serviços Urbanos,3022,Requalificação e Promoção da Ocupação dos Espaços Públicos,2339,Manutenção e Operação no Serviço de Guias e Sarjetas (Vias e Logradouros),0,Tesouro Municipal,21741789.0,16279313.0,17911025.0,19458973.0
12_10_3022_2340,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,15,Urbanismo,452,Serviços Urbanos,3022,Requalificação e Promoção da Ocupação dos Espaços Públicos,2340,Operação Tapa Buraco,0,Tesouro Municipal,3000.0,206252029.0,206225318.0,224846813.0
12_10_3022_2341,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,15,Urbanismo,452,Serviços Urbanos,3022,Requalificação e Promoção da Ocupação dos Espaços Públicos,2341,Manutenção de Vias e Áreas Públicas,0,Tesouro Municipal,61658808.0,44919041.0,48580561.0,52780218.0
12_10_3022_2382,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,15,Urbanismo,452,Serviços Urbanos,3022,Requalificação e Promoção da Ocupação dos Espaços Públicos,2382,Eficiência Energética - Serviços e Intervenções de Redução de Consumo e Geração de Energia Elétrica,0,Tesouro Municipal,1000.0,1000.0,1000.0,1000.0
12_10_3022_2383,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,15,Urbanismo,452,Serviços Urbanos,3022,Requalificação e Promoção da Ocupação dos Espaços Públicos,2383,Manutenção e Operação no Serviço de Guinchamento,0,Tesouro Municipal,5461669.0,4089462.0,4422832.0,4805073.0
12_10_3022_2385,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,15,Urbanismo,452,Serviços Urbanos,3022,Requalificação e Promoção da Ocupação dos Espaços Públicos,2385,Manutenção e Operação do Serviço de Moto Verificação,0,Tesouro Municipal,3278207.0,2454580.0,2654676.0,2884104.0
12_10_3022_2387,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,15,Urbanismo,452,Serviços Urbanos,3022,Requalificação e Promoção da Ocupação dos Espaços Públicos,2387,Ações de Fiscalização do Comércio Ilegal,0,Tesouro Municipal,29308976.0,21945296.0,23734264.0,25785482.0
12_10_3022_9013,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,15,Urbanismo,452,Serviços Urbanos,3022,Requalificação e Promoção da Ocupação dos Espaços Públicos,9013,Pavimentação da Estrada Santa Adélia Avelino,0,Tesouro Municipal,8000000.0,0.0,0.0,0.0
12_10_3022_9021,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,15,Urbanismo,452,Serviços Urbanos,3022,Requalificação e Promoção da Ocupação dos Espaços Públicos,9021,"Pavimentação e Recapeamento de Vias - Capela do Socorro, Cidade Ademar e Pedreira",0,Tesouro Municipal,2000000.0,0.0,0.0,0.0
12_10_3022_9163,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,15,Urbanismo,452,Serviços Urbanos,3022,Requalificação e Promoção da Ocupação dos Espaços Públicos,9163,"Pavimentação da Rua Santo André Avelino, Parque São Rafael, Subprefeitura de São Mateus",0,Tesouro Municipal,500000.0,0.0,0.0,0.0
12_10_3022_9164,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,15,Urbanismo,452,Serviços Urbanos,3022,Requalificação e Promoção da Ocupação dos Espaços Públicos,9164,Pavimentação da Rua Camilo Angleria - Subprefeitura de Cidade Ademar,0,Tesouro Municipal,400000.0,0.0,0.0,0.0
12_10_3022_9165,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,15,Urbanismo,452,Serviços Urbanos,3022,Requalificação e Promoção da Ocupação dos Espaços Públicos,9165,Pavimentação da Viela Boa Esperança - Subprefeitura de Cidade Ademar,0,Tesouro Municipal,300000.0,0.0,0.0,0.0
12_10_3022_9166,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,15,Urbanismo,452,Serviços Urbanos,3022,Requalificação e Promoção da Ocupação dos Espaços Públicos,9166,Recapeamento em toda extensão da Avenida Satélite - Subprefeitura de São Mateus,0,Tesouro Municipal,250000.0,0.0,0.0,0.0
12_10_3022_9167,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,15,Urbanismo,452,Serviços Urbanos,3022,Requalificação e Promoção da Ocupação dos Espaços Públicos,9167,"Recapeamento da Rua Capitão Claúdio Coutinho x Rua Rua Alcion, em toda sua extensão, Subprefeitura São Mateus",0,Tesouro Municipal,100000.0,0.0,0.0,0.0
12_10_3022_9168,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,15,Urbanismo,452,Serviços Urbanos,3022,Requalificação e Promoção da Ocupação dos Espaços Públicos,9168,Recapeamento da Rua dos Apiaris - Subprefeitura de Cidade Ademar,0,Tesouro Municipal,200000.0,0.0,0.0,0.0
12_10_3022_9169,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,15,Urbanismo,452,Serviços Urbanos,3022,Requalificação e Promoção da Ocupação dos Espaços Públicos,9169,Recapeamento da Rua dos Calangos - Subprefeitura de Cidade Ademar,0,Tesouro Municipal,200000.0,0.0,0.0,0.0
12_10_3022_9170,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,15,Urbanismo,452,Serviços Urbanos,3022,Requalificação e Promoção da Ocupação dos Espaços Públicos,9170,Recapeamento da Rua Alfonso Rendano - Subprefeitura de Cidade Ademar,0,Tesouro Municipal,100000.0,0.0,0.0,0.0
12_10_3022_9171,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,15,Urbanismo,452,Serviços Urbanos,3022,Requalificação e Promoção da Ocupação dos Espaços Públicos,9171,Recapeamento da Rua Interlagos - Subprefeitura de Cidade Ademar,0,Tesouro Municipal,250000.0,0.0,0.0,0.0
12_10_3022_9455,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,15,Urbanismo,452,Serviços Urbanos,3022,Requalificação e Promoção da Ocupação dos Espaços Públicos,9455,"E2338 - Capeamento Asfáltico na Rua Gen. Silvio Corrêa de Andrade - Vila Industrial - São Paulo - SP, CEP 03250-010",1,Operações de Crédito,100000.0,0.0,0.0,0.0
12_10_3022_9456,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,15,Urbanismo,452,Serviços Urbanos,3022,Requalificação e Promoção da Ocupação dos Espaços Públicos,9456,"E2339 - Capeamento Asfáltico na Rua Jurubeba do Campo - Sao Lucas - São Paulo - SP, CEP 03251-160",1,Operações de Crédito,100000.0,0.0,0.0,0.0
12_10_3005_2324,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,15,Urbanismo,541,Preservação e Conservação Ambiental,3005,Promoção da Sustentabilidade Ambiental,2324,Serviços de Desfazimento e Demolição de Construções Irregulares em Áreas de Proteção Ambiental,0,Tesouro Municipal,28000000.0,20965191.0,22674261.0,24633870.0
12_10_3022_1193,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,15,Urbanismo,543,Recuperação de Áreas Degradadas,3022,Requalificação e Promoção da Ocupação dos Espaços Públicos,1193,Obras e Serviços nas Áreas de Riscos Geológicos,0,Tesouro Municipal,35945600.0,35152903.0,35698166.0,36416298.0
12_10_3022_1193,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,15,Urbanismo,543,Recuperação de Áreas Degradadas,3022,Requalificação e Promoção da Ocupação dos Espaços Públicos,1193,Obras e Serviços nas Áreas de Riscos Geológicos,2,Transferências Federais,1210500.0,1210500.0,1210500.0,1210500.0
12_10_3022_1193,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,15,Urbanismo,543,Recuperação de Áreas Degradadas,3022,Requalificação e Promoção da Ocupação dos Espaços Públicos,1193,Obras e Serviços nas Áreas de Riscos Geológicos,5,Outras Fontes,14054400.0,14054403.0,3954400.0,3954400.0
12_10_3022_5084,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,17,Saneamento,451,Infra-Estrutura Urbana,3022,Requalificação e Promoção da Ocupação dos Espaços Públicos,5084,Obras de Combate a Enchentes e Alagamentos,2,Transferências Federais,1000.0,1000.0,1000.0,1000.0
12_10_3008_2367,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,17,Saneamento,512,Saneamento Básico Urbano,3008,Gestão dos Riscos e Promoção da Resiliência a Desastres e Eventos Críticos,2367,Manutenção de Sistemas de Drenagem,0,Tesouro Municipal,31401613.0,23512183.0,28134388.0,30565885.0
12_10_3009_2098,12,Secretaria Municipal das Subprefeituras,10,Gabinete do Secretário,26,Transporte,785,Transportes Especiais,3009,Melhoria da Mobilidade Urbana Universal,2098,"Manutenção de Ciclovias, Ciclofaixas e Ciclorrotas",0,Tesouro Municipal,1000.0,1000.0,1000.0,1000.0
14_10_3011_2818,14,Secretaria Municipal de Habitação,10,Gabinete do Secretário,4,Administração,126,Tecnologia da Informação,3011,"Modernização Tecnológica, Desburocratização e Inovação do Serviço Público",2818,"Aquisição de Materiais, Equipamentos e Serviços de Informação e Comunicação",0,Tesouro Municipal,1491000.0,1580460.0,1675287.0,1775804.0
14_10_3024_2100,14,Secretaria Municipal de Habitação,10,Gabinete do Secretário,16,Habitação,122,Administração Geral,3024,Suporte Administrativo,2100,Administração da Unidade,0,Tesouro Municipal,44441185.0,55342771.0,62829535.0,73642964.0
14_10_3011_1220,14,Secretaria Municipal de Habitação,10,Gabinete do Secretário,16,Habitação,126,Tecnologia da Informação,3011,"Modernização Tecnológica, Desburocratização e Inovação do Serviço Público",1220,Desenvolvimento de Sistemas de Informação e Comunicação,0,Tesouro Municipal,1000.0,1000.0,1000.0,1000.0
14_10_3024_2171,14,Secretaria Municipal de Habitação,10,Gabinete do Secretário,16,Habitação,126,Tecnologia da Informação,3024,Suporte Administrativo,2171,Manutenção e Operação de Sistemas de Informação e Comunicação,0,Tesouro Municipal,6000000.0,6000000.0,6000000.0,6000000.0
14_10_3002_3340,14,Secretaria Municipal de Habitação,10,Gabinete do Secretário,16,Habitação,451,Infra-Estrutura Urbana,3002,Acesso à Moradia Adequada,3340,Programa Pode Entrar,1,Operações de Crédito,1178500000.0,1178500000.0,1178500000.0,1178500000.0
14_10_3002_3354,14,Secretaria Municipal de Habitação,10,Gabinete do Secretário,16,Habitação,451,Infra-Estrutura Urbana,3002,Acesso à Moradia Adequada,3354,Construção de Unidades Habitacionais,0,Tesouro Municipal,3000.0,2000.0,2000.0,2000.0
14_10_3002_3354,14,Secretaria Municipal de Habitação,10,Gabinete do Secretário,16,Habitação,451,Infra-Estrutura Urbana,3002,Acesso à Moradia Adequada,3354,Construção de Unidades Habitacionais,1,Operações de Crédito,23500000.0,23500000.0,23500000.0,23500000.0
14_10_3002_3354,14,Secretaria Municipal de Habitação,10,Gabinete do Secretário,16,Habitação,451,Infra-Estrutura Urbana,3002,Acesso à Moradia Adequada,3354,Construção de Unidades Habitacionais,2,Transferências Federais,14498643.0,15972017.0,4470737.0,4107500.0
14_10_3002_3354,14,Secretaria Municipal de Habitação,10,Gabinete do Secretário,16,Habitação,451,Infra-Estrutura Urbana,3002,Acesso à Moradia Adequada,3354,Construção de Unidades Habitacionais,3,Transferências Estaduais,85464290.0,131255035.0,87014714.0,9858000.0
14_10_3002_3356,14,Secretaria Municipal de Habitação,10,Gabinete do Secretário,16,Habitação,451,Infra-Estrutura Urbana,3002,Acesso à Moradia Adequada,3356,Regularização Fundiária,0,Tesouro Municipal,20002000.0,1000.0,1000.0,1000.0
14_10_3002_3356,14,Secretaria Municipal de Habitação,10,Gabinete do Secretário,16,Habitação,451,Infra-Estrutura Urbana,3002,Acesso à Moradia Adequada,3356,Regularização Fundiária,2,Transferências Federais,1000.0,1000.0,1000.0,1000.0
14_10_3002_3357,14,Secretaria Municipal de Habitação,10,Gabinete do Secretário,16,Habitação,451,Infra-Estrutura Urbana,3002,Acesso à Moradia Adequada,3357,Urbanização de Favelas,0,Tesouro Municipal,14423000.0,34642000.0,30001000.0,15001000.0
14_10_3002_3357,14,Secretaria Municipal de Habitação,10,Gabinete do Secretário,16,Habitação,451,Infra-Estrutura Urbana,3002,Acesso à Moradia Adequada,3357,Urbanização de Favelas,2,Transferências Federais,37195349.0,42165122.0,11801744.0,10842800.0
14_10_3002_3358,14,Secretaria Municipal de Habitação,10,Gabinete do Secretário,16,Habitação,451,Infra-Estrutura Urbana,3002,Acesso à Moradia Adequada,3358,Locação Social,0,Tesouro Municipal,2000.0,1000.0,1000.0,1000.0
14_10_3002_5390,14,Secretaria Municipal de Habitação,10,Gabinete do Secretário,16,Habitação,451,Infra-Estrutura Urbana,3002,Acesso à Moradia Adequada,5390,"Ações de Desocupação de Prédios Públicos, Entroncamentos e Vias Arteriais/Marginais",0,Tesouro Municipal,1000.0,1000.0,1000.0,1000.0
14_10_3002_7209,14,Secretaria Municipal de Habitação,10,Gabinete do Secretário,16,Habitação,451,Infra-Estrutura Urbana,3002,Acesso à Moradia Adequada,7209,Contraprestação de Parceria Público-Privada (PPP) - Habitação,0,Tesouro Municipal,1000.0,1000.0,1000.0,1000.0
14_10_3002_9289,14,Secretaria Municipal de Habitação,10,Gabinete do Secretário,16,Habitação,451,Infra-Estrutura Urbana,3002,Acesso à Moradia Adequada,9289,E1220 - Programa Lote Urbanizado criado pela Lei 17.474/2020,0,Tesouro Municipal,5000000.0,0.0,0.0,0.0
14_10_3002_9487,14,Secretaria Municipal de Habitação,10,Gabinete do Secretário,16,Habitação,451,Infra-Estrutura Urbana,3002,Acesso à Moradia Adequada,9487,"Construção de uma nova unidade da Vila dos Idosos, ou ampliação da mesma para atender ao menos (dois terços) a mais de idoso",0,Tesouro Municipal,0.0,5000000.0,5000000.0,5000000.0
14_10_3005_3355,14,Secretaria Municipal de Habitação,10,Gabinete do Secretário,16,Habitação,451,Infra-Estrutura Urbana,3005,Promoção da Sustentabilidade Ambiental,3355,Execução do Programa de Mananciais,2,Transferências Federais,4959000.0,5749925.0,1609465.0,1478700.0
14_10_3002_2635,14,Secretaria Municipal de Habitação,10,Gabinete do Secretário,16,Habitação,482,Habitação Urbana,3002,Acesso à Moradia Adequada,2635,Serviço de Moradia Transitória,0,Tesouro Municipal,106937705.0,105000000.0,105000000.0,105000000.0
14_10_3005_3355,14,Secretaria Municipal de Habitação,10,Gabinete do Secretário,16,Habitação,482,Habitação Urbana,3005,Promoção da Sustentabilidade Ambiental,3355,Execução do Programa de Mananciais,3,Transferências Estaduais,55329826.0,87503358.0,58009809.0,6572000.0
15_10_3010_2872,15,Cinema e Audiovisual de São Paulo,10,Cinema e Audiovisual de São Paulo,12,Educação,368,Educação Básica,3010,"Manutenção, Desenvolvimento e Promoção da Qualidade da Educação",2872,"Eventos Educacionais, Culturais e Esportivos nos Centros Educacionais Unificados",9,Recursos Próprios da Empresa Dependente,2000.0,1000.0,1000.0,1000.0
15_10_3024_2100,15,Cinema e Audiovisual de São Paulo,10,Cinema e Audiovisual de São Paulo,13,Cultura,122,Administração Geral,3024,Suporte Administrativo,2100,Administração da Unidade,0,Tesouro Municipal,2283156.0,3053741.0,3193468.0,3394611.0
15_10_3024_2100,15,Cinema e Audiovisual de São Paulo,10,Cinema e Audiovisual de São Paulo,13,Cultura,122,Administração Geral,3024,Suporte Administrativo,2100,Administração da Unidade,9,Recursos Próprios da Empresa Dependente,2455180.0,3351246.0,3570223.0,3535448.0
15_10_3011_1220,15,Cinema e Audiovisual de São Paulo,10,Cinema e Audiovisual de São Paulo,13,Cultura,126,Tecnologia da Informação,3011,"Modernização Tecnológica, Desburocratização e Inovação do Serviço Público",1220,Desenvolvimento de Sistemas de Informação e Comunicação,9,Recursos Próprios da Empresa Dependente,1000.0,1000.0,1000.0,1000.0
15_10_3011_2818,15,Cinema e Audiovisual de São Paulo,10,Cinema e Audiovisual de São Paulo,13,Cultura,126,Tecnologia da Informação,3011,"Modernização Tecnológica, Desburocratização e Inovação do Serviço Público",2818,"Aquisição de Materiais, Equipamentos e Serviços de Informação e Comunicação",9,Recursos Próprios da Empresa Dependente,2000.0,1000.0,1000.0,1000.0
15_10_3024_2171,15,Cinema e Audiovisual de São Paulo,10,Cinema e Audiovisual de São Paulo,13,Cultura,126,Tecnologia da Informação,3024,Suporte Administrativo,2171,Manutenção e Operação de Sistemas de Informação e Comunicação,9,Recursos Próprios da Empresa Dependente,253661.0,282358.0,284193.0,291245.0
15_10_3001_6421,15,Cinema e Audiovisual de São Paulo,10,Cinema e Audiovisual de São Paulo,13,Cultura,391,"Patrimônio Histórico, Artístico e Arqueológico",3001,Acesso à Cultura,6421,Programa de Atração a Filmagens - Cash Rebate,9,Recursos Próprios da Empresa Dependente,1000.0,1000.0,1000.0,1000.0
15_10_3001_5419,15,Cinema e Audiovisual de São Paulo,10,Cinema e Audiovisual de São Paulo,13,Cultura,392,Difusão Cultural,3001,Acesso à Cultura,5419,Apoio à Memória do Audiovisual,0,Tesouro Municipal,1000.0,1000.0,1000.0,1000.0
15_10_3001_6702,15,Cinema e Audiovisual de São Paulo,10,Cinema e Audiovisual de São Paulo,13,Cultura,392,Difusão Cultural,3001,Acesso à Cultura,6702,Políticas de Audiovisual,9,Recursos Próprios da Empresa Dependente,22293559.0,560996.0,1265384.0,1578307.0
15_10_3024_5420,15,Cinema e Audiovisual de São Paulo,10,Cinema e Audiovisual de São Paulo,13,Cultura,392,Difusão Cultural,3024,Suporte Administrativo,5420,Desenvolvimento Institucional,0,Tesouro Municipal,1000.0,1000.0,1000.0,1000.0
15_10_3015_2048,15,Cinema e Audiovisual de São Paulo,10,Cinema e Audiovisual de São Paulo,23,Comércio e Serviços,695,Turismo,3015,Promoção da Cidade como Referência Global e Destino Turístico,2048,Ações de Audiovisual,9,Recursos Próprios da Empresa Dependente,1000.0,1000.0,1000.0,1000.0
16_10_3011_3002,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,12,Educação,122,Administração Geral,3011,"Modernização Tecnológica, Desburocratização e Inovação do Serviço Público",3002,"Ampliação, Reforma e Requalificação de Prédios Administrativos",0,Tesouro Municipal,1000.0,0.0,0.0,0.0
16_10_3012_2803,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,12,Educação,122,Administração Geral,3012,"Participação, Transparência e Controle Social da Administração Pública",2803,Manutenção e Operação dos Conselhos e Espaços Participativos Municipais,0,Tesouro Municipal,1660882.0,1555582.0,1560590.0,1625428.0
16_10_3015_2118,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,12,Educação,122,Administração Geral,3015,Promoção da Cidade como Referência Global e Destino Turístico,2118,Promoção de Campanhas e Eventos de Interesse do Município,0,Tesouro Municipal,3040049.0,4086531.0,4108878.0,4288836.0
16_10_3024_2100,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,12,Educação,122,Administração Geral,3024,Suporte Administrativo,2100,Administração da Unidade,0,Tesouro Municipal,546079969.0,378971941.0,435940780.0,498224877.0
16_10_3011_2818,16,Secretaria Municipal de Educação,10,Gabinete do Secretário,12,Educação,126,Tecnologia da Informação,3011,"Modernização Tecnológica, Desburocratização e Inovação do Serviço Público",2818,"Aquisição de Materiais, Equipamentos e Serviços de Informação e Comunicação",0,Tesouro Municipal,167057323.0,198971693.0,200009772.0,208719491.0
